# Hyperreal Slow Performer History

Generated by `cargo bench --bench adversarial_library`. Timings are best-of-five wall-clock probes for deterministic adversarial cases, intended to identify edges for promotion into focused Criterion rows.

Latest run sampled 20000 deterministic cases. The table below intentionally merges the latest run with previous crate-local history by `family + operation + input`, updates each case to its worst observed time, and keeps only the 1000 worst cases. This report is a worst-ever edge finder, not a current-run leaderboard.

## Worst Performers

| Rank | Worst Time | Family | Operation | Input |
| 550 | 14.159 us | `computable` | `generated_sin_p96` | `generated[3394] 4 50/209` |
| 551 | 14.159 us | `computable` | `generated_tan_p96` | `generated[5931] 4 8/13` |
| 552 | 14.149 us | `computable` | `generated_cos_p96` | `generated[5675] -3 11/12` |
| 553 | 14.149 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[17782] -5 13/15` |
| 554 | 14.139 us | `computable` | `generated_cos_p96` | `generated[5480] -4 119/160` |
| 555 | 14.139 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[4882] -435/977` |
| 556 | 14.139 us | `computable` | `generated_tan_p96` | `generated[13671] -6 49/78` |
| 557 | 14.139 us | `computable` | `generated_tan_p96` | `generated[5541] -3 1/5` |
| 558 | 14.130 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[4417] -397/737` |
| 559 | 14.129 us | `computable` | `atanh_p128` | `near_minus_one` |
| 560 | 14.129 us | `computable` | `generated_sin_p96` | `generated[7114] 4 14/45` |
| 561 | 14.129 us | `computable` | `generated_tan_p96` | `generated[7536] -3 5/48` |
| 562 | 14.119 us | `computable` | `generated_cos_p96` | `generated[3260] -5 10/43` |
| 563 | 14.119 us | `computable` | `generated_cos_p96` | `generated[7670] -3 122/229` |
| 564 | 14.119 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[11917] -1 28/61` |
| 565 | 14.119 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[8077] 1 91/825` |
| 566 | 14.109 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[16837] 6 23/26` |
| 567 | 14.109 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[6547] -829/968` |
| 568 | 14.100 us | `computable` | `ln_abs_plus_one_p96` | `near_half_pi_minus_2^-40` |
| 569 | 14.099 us | `computable` | `generated_cos_p96` | `generated[1400] -3 11/19` |
| 570 | 14.099 us | `computable` | `generated_tan_p96` | `generated[2211] 4 32/113` |
| 571 | 14.089 us | `computable` | `generated_atan_p96` | `generated[15774] -1 80/227` |
| 572 | 14.089 us | `computable` | `generated_cos_p96` | `generated[1040] 5 19/92` |
| 573 | 14.089 us | `computable` | `generated_cos_p96` | `generated[10865] 7 3/77` |
| 574 | 14.089 us | `computable` | `generated_cos_p96` | `generated[17825] 3 16/19` |
| 575 | 14.089 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[11992] 1 131/723` |
| 576 | 14.089 us | `computable` | `generated_sin_p96` | `generated[18574] -4 19/100` |
| 577 | 14.079 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[8797] -71/125` |
| 578 | 14.079 us | `computable` | `generated_sin_p96` | `generated[16549] -3 11/14` |
| 579 | 14.079 us | `computable` | `generated_tan_p96` | `generated[3096] -4 7/108` |
| 580 | 14.069 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[15742] 1 173/568` |
| 581 | 14.059 us | `computable` | `generated_atan_p96` | `generated[17454] -1 87/133` |
| 582 | 14.059 us | `computable` | `generated_cos_p96` | `generated[1205] -4 14/79` |
| 583 | 14.059 us | `computable` | `generated_cos_p96` | `generated[7700] -4 13/74` |
| 584 | 14.059 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[14887] 295/384` |
| 585 | 14.059 us | `computable` | `generated_tan_p96` | `generated[6456] 4 56/117` |
| 586 | 14.040 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[8977] 1 260/389` |
| 587 | 14.039 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[5587] -1 375/569` |
| 588 | 14.039 us | `computable` | `generated_sin_p96` | `generated[8059] -5 9/38` |
| 589 | 14.029 us | `computable` | `generated_cos_p96` | `generated[4925] 4 53/163` |
| 590 | 14.019 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[7672] -1 80/141` |
| 591 | 14.009 us | `computable` | `generated_atan_p96` | `generated[864] 1 43/61` |
| 592 | 14.009 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[15352] 257/624` |
| 593 | 14.009 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[5062] 1 220/491` |
| 594 | 13.999 us | `computable` | `generated_cos_p96` | `generated[1430] -4 45/128` |
| 595 | 13.999 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[13942] -1 281/443` |
| 596 | 13.989 us | `computable` | `generated_cos_p96` | `generated[1235] -5 19/156` |
| 597 | 13.989 us | `computable` | `generated_sin_p96` | `generated[1369] 5 22/193` |
| 598 | 13.979 us | `computable` | `generated_cos_p96` | `generated[2540] 4 25/122` |
| 599 | 13.979 us | `computable` | `generated_cos_p96` | `generated[5120] 7 2/135` |
| 600 | 13.969 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[11227] 3 93/296` |
| 601 | 13.969 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[757] 289/649` |
| 602 | 13.959 us | `computable` | `asin_p96` | `mid` |
| 603 | 13.959 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[12832] 205/449` |
| 604 | 13.959 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[8047] 725/906` |
| 605 | 13.959 us | `computable` | `generated_sin_p96` | `generated[2869] 4 18/131` |
| 606 | 13.949 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[3352] -1 58/123` |
| 607 | 13.939 us | `computable` | `generated_atan_p96` | `generated[13419] -1 363/559` |
| 608 | 13.939 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[16567] 1 163/833` |
| 609 | 13.939 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[487] 1 188/381` |
| 610 | 13.929 us | `computable` | `generated_sin_p96` | `generated[16939] 5 13/14` |
| 611 | 13.929 us | `computable` | `generated_sin_p96` | `generated[7639] 4 74/213` |
| 612 | 13.919 us | `computable` | `generated_sin_p96` | `generated[18154] 3 194/237` |
| 613 | 13.919 us | `computable` | `generated_tan_p96` | `generated[4071] 4 7/19` |
| 614 | 13.909 us | `computable` | `generated_cos_p96` | `generated[5285] 5 29/94` |
| 615 | 13.909 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[15412] 1 59/154` |
| 616 | 13.899 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[6997] 37/750` |
| 617 | 13.889 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[14917] 1 61/101` |
| 618 | 13.889 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[6427] 1 111/295` |
| 619 | 13.889 us | `computable` | `generated_sin_p96` | `generated[15439] 6 71/90` |
| 620 | 13.869 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[15562] -7 2/19` |
| 621 | 13.869 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[6652] 4 95/186` |
| 622 | 13.859 us | `computable` | `generated_atan_p96` | `generated[4884] -1 115/174` |
| 623 | 13.859 us | `computable` | `generated_cos_p96` | `generated[8120] 5 2/11` |
| 624 | 13.859 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[4732] 1 32/55` |
| 625 | 13.859 us | `computable` | `generated_sin_p96` | `generated[12304] -4 19/40` |
| 626 | 13.849 us | `computable` | `generated_cos_p96` | `generated[18020] -4 81/200` |
| 627 | 13.849 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[10957] -26 5/14` |
| 628 | 13.849 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[13012] -27/40` |
| 629 | 13.849 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[9637] 1 252/601` |
| 630 | 13.840 us | `computable` | `generated_cos_p96` | `generated[15800] 4 129/212` |
| 631 | 13.829 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[367] -13/47` |
| 632 | 13.829 us | `computable` | `generated_sin_p96` | `generated[17629] 3 28/53` |
| 633 | 13.819 us | `computable` | `generated_atan_p96` | `generated[11259] -1 272/409` |
| 634 | 13.819 us | `computable` | `generated_cos_p96` | `generated[4400] 4 21/85` |
| 635 | 13.819 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[14422] 2 5/16` |
| 636 | 13.819 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[14812] 9 25/88` |
| 637 | 13.809 us | `computable` | `generated_atan_p96` | `generated[2379] 1 297/457` |
| 638 | 13.799 us | `computable` | `generated_atan_p96` | `generated[7044] -1 103/162` |
| 639 | 13.799 us | `computable` | `generated_tan_p96` | `generated[11556] -3 74/305` |
| 640 | 13.789 us | `computable` | `generated_sin_p96` | `generated[6034] -4 19/20` |
| 641 | 13.789 us | `computable` | `generated_tan_p96` | `generated[8481] 3 24/133` |
| 642 | 13.779 us | `computable` | `generated_cos_p96` | `generated[13415] 4 101/171` |
| 643 | 13.769 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[15247] 1 179/409` |
| 644 | 13.769 us | `real` | `generated_sin_build` | `generated[14668] 3 11/13` |
| 645 | 13.760 us | `computable` | `generated_sin_p96` | `generated[9694] -6 95/148` |
| 646 | 13.759 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[11332] 1 139/511` |
| 647 | 13.749 us | `computable` | `generated_cos_p96` | `generated[3455] -4 41/72` |
| 648 | 13.740 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[16732] -1 33/443` |
| 649 | 13.739 us | `computable` | `generated_atan_p96` | `generated[16974] 1 145/216` |
| 650 | 13.739 us | `computable` | `generated_cos_p96` | `generated[7340] -7 50/123` |
| 651 | 13.739 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[12982] -19 3/44` |
| 652 | 13.739 us | `computable` | `generated_sin_p96` | `generated[5809] -4 54/169` |
| 653 | 13.729 us | `computable` | `generated_cos_p96` | `generated[3485] -7 26/63` |
| 654 | 13.729 us | `computable` | `generated_cos_p96` | `generated[5510] -7 15/79` |
| 655 | 13.729 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[14032] -151/200` |
| 656 | 13.729 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[18967] 284/335` |
| 657 | 13.729 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[9202] -3 11/40` |
| 658 | 13.729 us | `computable` | `generated_sin_p96` | `generated[13939] -6 31/152` |
| 659 | 13.719 us | `computable` | `generated_cos_p96` | `generated[15605] 3 1/16` |
| 660 | 13.719 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[16042] 652/755` |
| 661 | 13.710 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[14542] -1 85/817` |
| 662 | 13.709 us | `computable` | `generated_tan_p96` | `generated[17661] 3 41/136` |
| 663 | 13.689 us | `computable` | `generated_cos_p96` | `generated[13970] -4 1/24` |
| 664 | 13.689 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[11857] 1 405/589` |
| 665 | 13.689 us | `computable` | `ln_abs_plus_one_p96` | `rational[6]=-7/10` |
| 666 | 13.680 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[11797] 612/751` |
| 667 | 13.679 us | `computable` | `generated_atan_p96` | `generated[6789] 1 331/514` |
| 668 | 13.679 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[13987] 281/410` |
| 669 | 13.670 us | `computable` | `generated_cos_p96` | `generated[13580] 3 41/56` |
| 670 | 13.669 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[18457] -1 249/715` |
| 671 | 13.660 us | `computable` | `generated_atan_p96` | `generated[11199] 1 365/571` |
| 672 | 13.660 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[11002] 1 143/405` |
| 673 | 13.659 us | `computable` | `generated_tan_p96` | `generated[351] 4 6/25` |
| 674 | 13.649 us | `computable` | `generated_cos_p96` | `generated[3065] 4 57/200` |
| 675 | 13.649 us | `computable` | `generated_tan_p96` | `generated[17721] -6 59/110` |
| 676 | 13.639 us | `computable` | `generated_cos_p96` | `generated[6785] 4 7/18` |
| 677 | 13.639 us | `computable` | `generated_cos_p96` | `generated[7505] -4 39/44` |
| 678 | 13.639 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[13312] -4 137/150` |
| 679 | 13.639 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[18472] 131/176` |
| 680 | 13.630 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[3037] 1 337/475` |
| 681 | 13.599 us | `computable` | `generated_cos_p96` | `generated[9170] 4 77/167` |
| 682 | 13.599 us | `computable` | `generated_tan_p96` | `generated[186] 6 3/97` |
| 683 | 13.589 us | `computable` | `generated_atan_p96` | `generated[5274] 1 77/118` |
| 684 | 13.589 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[3217] -41/986` |
| 685 | 13.580 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[6982] 3 65/292` |
| 686 | 13.579 us | `computable` | `generated_atan_p96` | `generated[14754] 1 137/444` |
| 687 | 13.579 us | `computable` | `generated_atan_p96` | `generated[9204] -1 99/158` |
| 688 | 13.579 us | `computable` | `generated_cos_p96` | `generated[2015] 3 37/44` |
| 689 | 13.570 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[2347] 1 73/344` |
| 690 | 13.569 us | `computable` | `ln_abs_plus_one_p96` | `huge_pi_plus_offset` |
| 691 | 13.559 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[1267] -1 193/269` |
| 692 | 13.559 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[18292] 1 161/331` |
| 693 | 13.559 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[18532] 36 9/14` |
| 694 | 13.539 us | `computable` | `generated_sin_p96` | `generated[11524] 3 97/192` |
| 695 | 13.539 us | `computable` | `generated_sin_p96` | `generated[7834] -4 91/185` |
| 696 | 13.529 us | `computable` | `generated_cos_p96` | `generated[7535] -7 4/95` |
| 697 | 13.529 us | `computable` | `generated_sin_p96` | `generated[14134] -5 81/124` |
| 698 | 13.509 us | `computable` | `generated_cos_p96` | `generated[13805] -6 8/23` |
| 699 | 13.509 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[14902] -609/842` |
| 700 | 13.509 us | `computable` | `generated_tan_p96` | `generated[15276] 3 13/231` |
| 701 | 13.499 us | `computable` | `generated_cos_p96` | `generated[5315] -7 61/107` |
| 702 | 13.490 us | `computable` | `generated_sin_p96` | `generated[4009] -4 5/11` |
| 703 | 13.489 us | `computable` | `generated_sin_p96` | `generated[16129] -4 109/221` |
| 704 | 13.489 us | `computable` | `generated_sin_p96` | `generated[5614] -4 184/197` |
| 705 | 13.479 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[15577] 1 35/103` |
| 706 | 13.479 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[5347] -2 3/20` |
| 707 | 13.479 us | `computable` | `generated_sin_p96` | `generated[3424] -7 13/64` |
| 708 | 13.469 us | `computable` | `generated_cos_p96` | `generated[18245] -4 12/13` |
| 709 | 13.469 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[12232] 5 8/75` |
| 710 | 13.469 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[13867] -1 55/147` |
| 711 | 13.469 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[15052] 346/437` |
| 712 | 13.469 us | `computable` | `generated_sin_p96` | `generated[11719] 5 95/164` |
| 713 | 13.459 us | `computable` | `generated_cos_p96` | `generated[11555] 4 105/208` |
| 714 | 13.459 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[9832] -1 331/573` |
| 715 | 13.459 us | `computable` | `generated_sin_p96` | `generated[3064] 7 63/103` |
| 716 | 13.450 us | `computable` | `generated_cos_p96` | `generated[5450] -3 227/241` |
| 717 | 13.449 us | `computable` | `generated_tan_p96` | `generated[2376] 3 37/166` |
| 718 | 13.449 us | `computable` | `generated_tan_p96` | `generated[7311] 3 67/301` |
| 719 | 13.439 us | `computable` | `generated_sin_p96` | `generated[1534] -3 223/246` |
| 720 | 13.429 us | `computable` | `generated_cos_p96` | `generated[13745] 3 56/277` |
| 721 | 13.429 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[10132] -1 233/760` |
| 722 | 13.429 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[11767] 421/832` |
| 723 | 13.429 us | `computable` | `generated_tan_p96` | `generated[9171] 3 13/132` |
| 724 | 13.419 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[18187] -1 79/149` |
| 725 | 13.419 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[2767] -4 79/207` |
| 726 | 13.419 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[5512] -1 149/273` |
| 727 | 13.410 us | `computable` | `generated_atan_p96` | `generated[15744] 1 125/762` |
| 728 | 13.399 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[18322] -1 243/581` |
| 729 | 13.399 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[18562] 352/465` |
| 730 | 13.389 us | `computable` | `generated_atan_p96` | `generated[18504] 1 179/289` |
| 731 | 13.389 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[12487] -1 55/441` |
| 732 | 13.389 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[15037] -749/976` |
| 733 | 13.389 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[1537] -1 205/537` |
| 734 | 13.389 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[5917] -1 167/675` |
| 735 | 13.389 us | `real` | `generated_sin_build` | `generated[2293] 5 18/91` |
| 736 | 13.379 us | `computable` | `generated_cos_p96` | `generated[7310] 4 27/68` |
| 737 | 13.379 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[6097] 1 115/189` |
| 738 | 13.379 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[6607] -447/806` |
| 739 | 13.379 us | `computable` | `generated_sin_p96` | `generated[7309] 7 75/107` |
| 740 | 13.369 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[1852] 1 79/185` |
| 741 | 13.359 us | `computable` | `generated_cos_p96` | `generated[15635] 5 131/159` |
| 742 | 13.359 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[13387] 1 147/223` |
| 743 | 13.349 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[14077] -1 287/577` |
| 744 | 13.349 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[14272] -1 73/549` |
| 745 | 13.349 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[3367] 1 333/581` |
| 746 | 13.349 us | `computable` | `generated_tan_p96` | `generated[7671] -2 42/163` |
| 747 | 13.339 us | `computable` | `generated_atan_p96` | `generated[9684] 1 111/175` |
| 748 | 13.339 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[10972] 119/162` |
| 749 | 13.339 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[16237] 1 167/727` |
| 750 | 13.339 us | `computable` | `generated_sin_p96` | `generated[10024] -3 119/254` |
| 751 | 13.329 us | `computable` | `generated_cos_p96` | `generated[3095] -7 118/119` |
| 752 | 13.329 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[1672] -1 211/671` |
| 753 | 13.319 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[14002] -1 61/281` |
| 754 | 13.309 us | `computable` | `generated_tan_p96` | `generated[1686] 4` |
| 755 | 13.300 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[16792] -285/362` |
| 756 | 13.289 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[10297] -1 43/271` |
| 757 | 13.279 us | `computable` | `generated_cos_p96` | `generated[8645] 4 45/89` |
| 758 | 13.270 us | `computable` | `generated_cos_p96` | `generated[6620] 6 64/73` |
| 759 | 13.269 us | `computable` | `generated_cos_p96` | `generated[12890] 4 23/31` |
| 760 | 13.269 us | `computable` | `generated_cos_p96` | `generated[13610] -6 114/143` |
| 761 | 13.269 us | `computable` | `generated_cos_p96` | `generated[9560] -6 104/111` |
| 762 | 13.269 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[11302] 459/592` |
| 763 | 13.269 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[12322] 1 127/829` |
| 764 | 13.269 us | `computable` | `generated_sin_p96` | `generated[9889] -6 7/40` |
| 765 | 13.269 us | `real` | `generated_sin_build` | `generated[10948] 3 37/38` |
| 766 | 13.250 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[14617] 4 111/116` |
| 767 | 13.250 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[15712] 50/59` |
| 768 | 13.249 us | `computable` | `generated_cos_p96` | `generated[11390] 5 111/155` |
| 769 | 13.249 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[7612] 1 41/65` |
| 770 | 13.239 us | `computable` | `asinh_p128` | `large_negative` |
| 771 | 13.239 us | `computable` | `generated_cos_p96` | `generated[17660] 4 5/7` |
| 772 | 13.239 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[10522] -509/704` |
| 773 | 13.229 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[10672] 1 147/299` |
| 774 | 13.229 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[14242] -1 61/210` |
| 775 | 13.229 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[8377] 55 2/15` |
| 776 | 13.220 us | `computable` | `generated_cos_p96` | `generated[10505] 4 41/52` |
| 777 | 13.209 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[15922] -1 15/41` |
| 778 | 13.209 us | `computable` | `generated_sin_p96` | `generated[9859] -4 128/201` |
| 779 | 13.209 us | `computable` | `tan_p96` | `rational[8]=-3 16/113` |
| 780 | 13.199 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[6922] 1 105/454` |
| 781 | 13.199 us | `computable` | `tan_p96` | `rational[7]=3 16/113` |
| 782 | 13.189 us | `computable` | `acos_p96` | `mid` |
| 783 | 13.189 us | `computable` | `generated_tan_p96` | `generated[17166] 6 67/113` |
| 784 | 13.180 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[2467] -40 9/10` |
| 785 | 13.179 us | `computable` | `generated_sin_p96` | `generated[484] 3 8/9` |
| 786 | 13.179 us | `computable` | `ln_abs_plus_one_p96` | `rational[5]=7/10` |
| 787 | 13.169 us | `computable` | `generated_atan_p96` | `generated[15669] -1 62/233` |
| 788 | 13.169 us | `computable` | `generated_cos_p96` | `generated[1460] -7 37/47` |
| 789 | 13.169 us | `computable` | `generated_cos_p96` | `generated[7145] 5 91/151` |
| 790 | 13.169 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[6397] 215/376` |
| 791 | 13.159 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[11137] 408/539` |
| 792 | 13.159 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[7702] -1 65/171` |
| 793 | 13.159 us | `computable` | `generated_tan_p96` | `generated[14586] 3 11/100` |
| 794 | 13.150 us | `computable` | `generated_cos_p96` | `generated[875] 6 121/131` |
| 795 | 13.149 us | `computable` | `generated_cos_p96` | `generated[515] 5 42/53` |
| 796 | 13.149 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[14137] -1 67/415` |
| 797 | 13.139 us | `computable` | `generated_cos_p96` | `generated[9920] -3 69/136` |
| 798 | 13.129 us | `computable` | `generated_atan_p96` | `generated[159] 1 144/469` |
| 799 | 13.129 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[6577] -638/887` |
| 800 | 13.129 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[9652] -51/62` |
| 801 | 13.120 us | `computable` | `generated_atan_p96` | `generated[2829] -1 140/239` |
| 802 | 13.119 us | `computable` | `acosh_p128` | `large` |
| 803 | 13.110 us | `computable` | `generated_sin_p96` | `generated[11554] 7 29/37` |
| 804 | 13.109 us | `computable` | `generated_atan_p96` | `generated[4989] -1 231/389` |
| 805 | 13.109 us | `computable` | `generated_tan_p96` | `generated[12921] 6 51/109` |
| 806 | 13.099 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[9142] 1 129/221` |
| 807 | 13.089 us | `computable` | `generated_atan_p96` | `generated[8319] 1 220/371` |
| 808 | 13.089 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[16672] 13 2/51` |
| 809 | 13.089 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[3727] -1 31/101` |
| 810 | 13.080 us | `computable` | `generated_sin_p96` | `generated[3589] -4 147/181` |
| 811 | 13.080 us | `real` | `generated_sin_build` | `generated[17053] 4 16/119` |
| 812 | 13.079 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[14872] -800/923` |
| 813 | 13.079 us | `computable` | `generated_sin_p96` | `generated[844] 5 68/115` |
| 814 | 13.070 us | `computable` | `generated_sin_p96` | `generated[3784] -4 1/9` |
| 815 | 13.069 us | `computable` | `generated_atan_p96` | `generated[12729] 1 127/214` |
| 816 | 13.069 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[6052] -1 173/809` |
| 817 | 13.069 us | `computable` | `generated_tan_p96` | `generated[13416] 3 27/134` |
| 818 | 13.059 us | `computable` | `generated_cos_p96` | `generated[2900] 5 71/147` |
| 819 | 13.059 us | `computable` | `generated_sin_p96` | `generated[5644] -6 85/116` |
| 820 | 13.050 us | `computable` | `generated_atan_p96` | `generated[14919] 1 135/497` |
| 821 | 13.049 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[10762] -17 1/2` |
| 822 | 13.049 us | `computable` | `generated_tan_p96` | `generated[18081] -3 7/45` |
| 823 | 13.039 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[18787] -1 41/821` |
| 824 | 13.039 us | `computable` | `generated_sin_p96` | `generated[11194] 6 55/86` |
| 825 | 13.029 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[11947] -1 43/173` |
| 826 | 13.029 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[2737] 3 37/288` |
| 827 | 13.019 us | `computable` | `generated_atan_p96` | `generated[17139] 1 288/485` |
| 828 | 13.019 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[3457] -1 87/169` |
| 829 | 13.019 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[5782] -1 161/541` |
| 830 | 13.019 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[6727] 317/482` |
| 831 | 13.019 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[9802] 1 125/327` |
| 832 | 13.019 us | `computable` | `generated_sin_p96` | `generated[1564] -4 2/3` |
| 833 | 13.010 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[12757] 4 115/153` |
| 834 | 13.009 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[10627] -840/919` |
| 835 | 13.009 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[11962] 221/268` |
| 836 | 13.009 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[16207] 703/808` |
| 837 | 13.009 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[5557] 1 107/325` |
| 838 | 13.009 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[6382] -176/183` |
| 839 | 12.999 us | `computable` | `generated_atan_p96` | `generated[2934] -1 128/227` |
| 840 | 12.999 us | `computable` | `generated_atan_p96` | `generated[7149] -1 46/77` |
| 841 | 12.999 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[13447] -3 25/284` |
| 842 | 12.999 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[16537] 805/914` |
